"IDSCHOOL","IDTEACH","TT3G01","TCHAGEGR","T3JOBSA","T3WLOAD","T3SELF","SCHLOC","T3PLACRE"
"3003","300310","2","2",14.903431608124,8.81799918230718,15.1710669030226,"2","1"
"3003","300311","1","4",13.110914280717,10.0327155025563,13.1604770413636,"2","1"
"3003","300312","1","4",14.6414665674291,10.5526678757995,11.0756523171281,"2","1"
"3003","300313","2","2",12.6098086566206,6.0523904384189,12.6550009038646,"2","1"
"3003","300315","1","4",11.7856884548979,6.63285451027227,11.402339011348,"2","1"
"3003","300316","1","3",13.1122139263677,9.362604469799,14.544848092309,"2","1"
"3003","300317","1","4",12.0975218817508,9.5172454773583,11.8467765332087,"2","1"
"3003","300318","1","4",14.8832006584724,7.31641258716524,13.2341008387448,"2","1"
"3003","300319","1","5",11.3546363887376,9.6113747863075,14.23501042662,"2","1"
"3003","300320","1","4",11.7856884548979,9.9228979754489,13.5360196498385,"2","1"
"3004","300402","1","5",14.4942734574534,6.0994550928935,15.5092644957646,"3","2"
"3004","300404","1","6",10.272819388069,14.4298989348973,12.2296960303824,"3","2"
"3004","300405","1","6",13.110914280717,11.7023901493933,13.7383070279788,"3","2"
"3004","300406","2","3",NA,NA,NA,"3","2"
"3004","300407","2","5",11.4695458987791,11.3101846954383,12.0605071207744,"3","2"
"3004","300408","1","5",13.956553309473,7.01161292009166,14.526272164403,"3","2"
"3004","300410","1","5",13.3015319014847,10.1313271595507,11.7609509389805,"3","2"
"3004","300411","2","6",9.28573360357615,9.5463807396521,12.6066351892399,"3","2"
"3004","300412","1","5",13.795827538673,11.978054554173,13.2549883067139,"3","2"
"3004","300413","1","5",12.0266591046071,5.9649846515375,12.831452170896,"3","2"
"3004","300414","2","3",12.8691801896736,9.4881102150646,12.3646029694093,"3","2"
"3004","300415","1","6",14.2818950120612,8.84713444460098,11.4854946473376,"3","2"
"3004","300417","2","3",13.5731578424957,9.09590476110957,13.1080485855415,"3","2"
"3004","300418","1","6",15.1262343951665,5.9649846515375,12.3216458200985,"3","2"
"3004","300419","2","5",11.3765303042273,7.68844747491683,12.0605071207744,"3","2"
"3005","300501","1","5",11.1872123291103,8.4280349023748,9.78769776719247,"2","2"
"3005","300502","1","4",11.1872123291103,9.239339898556,11.0075439709269,"2","2"
"3005","300503","1","4",14.4942734574534,6.1173844850743,14.7265444410421,"2","2"
"3005","300504","1","4",10.5170079112796,7.55621820758343,11.3188184518361,"2","2"
"3005","300505","1","6",10.7923716733826,10.8081617143759,10.8725989788516,"2","2"
"3005","300506","1","6",12.8691801896736,8.81799918230718,11.2662537037369,"2","2"
"3005","300507","1","6",11.598045213888,9.00177545216037,13.1063609806724,"2","2"
"3005","300508","2","4",14.903431608124,12.0071898164668,11.858939045435,"2","2"
"3005","300509","1","6",11.1872123291103,11.978054554173,11.2662537037369,"2","2"
"3005","300511","1","5",NA,NA,NA,"2","2"
"3005","300512","1","4",11.3765303042273,9.12504002340337,12.8668269809988,"2","2"
"3005","300513","1","3",10.4200124980446,8.69473461106419,9.14121564929763,"2","2"
"3005","300514","1","5",13.3552476630618,7.53604764138003,13.0855011430336,"2","2"
