"IDSCHOOL","IDTEACH","TT3G01","TCHAGEGR","T3JOBSA","T3WELS","SCHLOC"
"3009","300907","1","6",9.36121018977776,9.93944091633004,"3"
"3009","300908","1","5",10.3881566423528,10.4752590057801,"3"
"3009","300909","1","4",10.1451229056587,10.1346782768583,"3"
"3009","300910","2","5",9.55052816489476,10.1346782768583,"3"
"3009","300911","1","5",13.1122139263677,13.0133446926488,"3"
"3009","300912","1","4",9.4077935317763,9.64441557153164,"3"
"3009","300913","1","6",8.92770369145014,8.42526672023224,"3"
"3009","300914","2","4",14.0053764634416,11.4536151124278,"3"
"3009","300915","1","6",13.1122139263677,9.25611015448074,"3"
"3009","300916","1","4",9.3277253778523,9.64441557153164,"3"
"3009","300917","1","6",15.1262343951665,14.0394254874257,"3"
"3009","300918","1","3",11.1872123291103,10.6227716781793,"3"
"3009","300919","1","5",9.70960059437212,15.3583623229951,"3"
"3009","300920","1","3",9.60424392647184,10.8158397347018,"3"
"3010","301001","1","4",12.9228959512507,8.76801675315982,"3"
"3010","301003","1","5",9.69456244366398,7.93717331891133,"3"
"3010","301004","1","3",10.7213640371047,10.963352407101,"3"
"3010","301005","1","4",6.78789809017936,15.2108496505959,"3"
"3010","301006","2","3",NA,NA,"3"
"3010","301007","1","5",12.8691801896736,7.93717331891133,"3"
"3010","301008","1","6",14.6938826833554,8.57494869663732,"3"
"3010","301009","1","4",13.0584981647906,7.59659258998962,"3"
"3010","301010","2","3",11.0853029154824,7.79182995051799,"3"
"3010","301012","1","4",12.4217785588853,7.93717331891133,"3"
"3010","301013","1","4",11.5439543638546,7.93717331891133,"3"
"3010","301014","1","3",11.6311431690881,11.3755201682164,"3"
"3010","301015","1","6",11.3765303042273,11.9894332018778,"3"
"3010","301016","2","6",11.766757150897,7.79182995051799,"3"
"3010","301019","1","6",11.766757150897,8.2799233518389,"3"
"3011","301101","2","4",14.5045647082384,8.08468599131054,"2"
"3011","301102","1","4",11.766757150897,7.93717331891133,"2"
"3011","301103","1","5",13.8344933812729,7.59659258998962,"2"
"3011","301104","1","6",11.6195640409214,7.93717331891133,"2"
"3011","301105","1","5",9.65082726847038,7.93717331891133,"2"
"3011","301106","1","5",13.8495433002501,7.59659258998962,"2"
"3011","301107","1","4",11.3765303042273,7.59659258998962,"2"
"3011","301108","1","6",11.3765303042273,7.93717331891133,"2"
"3011","301109","1","6",11.3765303042273,9.10859748208153,"2"
"3011","301110","1","5",9.55052816489476,9.98716560445914,"2"
"3011","301111","2","6",12.8691801896736,12.3321832348054,"2"
"3011","301112","1","6",14.2818950120612,9.10859748208153,"2"
"3011","301113","2","5",13.5731578424957,7.93717331891133,"2"
"3011","301114","1","6",14.8832006584724,10.4752590057801,"2"
"3011","301115","1","4",12.9594987068658,8.76801675315982,"2"
"3011","301116","2","5",11.5439543638546,7.59659258998962,"2"
"3011","301117","1","5",12.6934044998964,7.93717331891133,"2"
"3011","301118","1","6",14.903431608124,7.59659258998962,"2"
"3011","301119","1","5",9.30711933974433,11.3061024400285,"2"
"3011","301120","1","3",13.0119148227921,7.59659258998962,"2"
"3012","301201","2","4",11.3765303042273,7.93717331891133,"2"
"3012","301202","1","5",14.1907529169873,10.4752590057801,"2"
"3012","301203","1","5",10.8014439592978,10.2821909492576,"2"
"3012","301204","1","5",8.81365431454812,8.91552942555903,"2"
"3012","301205","1","4",12.6261464529796,11.1130343835061,"2"
"3012","301206","1","6",11.5641735452372,12.6727639637271,"2"
"3012","301207","1","5",NA,10.6227716781793,"2"
"3012","301208","1","5",9.88388041878099,10.2821909492576,"2"
"3012","301209","1","4",10.975122306784,11.4536151124278,"2"
"3012","301211","1","6",11.3765303042273,8.42743602423811,"2"
"3012","301212","1","5",11.3765303042273,12.3321832348054,"2"
"3012","301213","1","4",8.98236625155715,7.93717331891133,"2"
"3012","301215","1","3",14.2281792504841,9.30383484260989,"2"
"3012","301216","1","6",14.1156375072194,7.74410526238883,"2"
"3012","301217","2","6",8.87514271638959,11.6466831689503,"2"
"3012","301218","1","3",11.1872123291103,10.1346782768583,"2"
"3012","301219","2","4",8.96263171295808,12.4796959072046,"2"
"3013","301301","2","5",13.1122139263677,10.4752590057801,"2"
"3013","301302","1","5",12.70138104159,8.76801675315982,"2"
"3013","301303","1","5",13.8344933812729,7.59659258998962,"2"
"3013","301304","2","6",13.795827538673,8.42743602423811,"2"
"3013","301305","1","5",13.1122139263677,8.08468599131054,"2"
"3013","301306","1","4",12.0084912419403,9.10859748208153,"2"
"3013","301307","1","4",13.3015319014847,10.6227716781793,"2"
"3013","301308","1","5",13.8916681653914,11.9894332018778,"2"
"3013","301309","1","6",10.5308912754712,7.93717331891133,"2"
"3013","301310","1","4",10.0306984403003,12.8202766361263,"2"
"3013","301312","2","5",9.4077935317763,10.6704963663084,"2"
"3013","301313","2","5",11.0968938119182,8.08468599131054,"2"
"3013","301314","1","6",12.6463774026311,8.42526672023224,"2"
"3013","301315","1","5",14.2281792504841,7.59659258998962,"2"
"3013","301317","2","5",9.41804389504444,12.8202766361263,"2"
"3013","301319","1","5",11.674434589015,8.91552942555903,"2"
"3013","301320","1","5",10.2543727268517,10.4752590057801,"2"
"3014","301401","1","4",8.63858965602074,11.3061024400285,"3"
"3014","301402","1","5",9.88388041878099,8.2799233518389,"3"
"3014","301404","1","4",12.6261464529796,11.1130343835061,"3"
"3014","301405","1","4",13.8010085693475,8.2799233518389,"3"
"3014","301406","1","5",14.9369164200495,7.93717331891133,"3"
"3014","301407","2","6",14.6213864615212,7.74410526238883,"3"
"3014","301408","2","5",7.8264354391901,11.9894332018778,"3"
"3014","301409","2","4",11.1872123291103,7.93717331891133,"3"
"3014","301410","1","5",11.2862117870352,10.4752590057801,"3"
"3014","301411","1","4",14.6938826833554,7.93717331891133,"3"
"3014","301412","1","4",10.9428789467654,11.4536151124278,"3"
"3014","301413","1","4",11.8410789505821,10.1346782768583,"3"
"3014","301414","2","6",15.1262343951665,10.4752590057801,"3"
"3014","301415","1","6",10.326523381377,12.8202766361263,"3"
"3014","301416","1","5",9.69456244366398,10.2821909492576,"3"
"3014","301417","1","5",11.7869881005487,7.59659258998962,"3"
"3014","301418","1","6",14.6951823290062,12.3300139307995,"3"
"3014","301419","1","5",14.7475984449325,9.79192824393084,"3"
"3014","301420","1","4",12.0097908875911,8.08468599131054,"3"
"3015","301501","1","6",11.8062944930059,7.93717331891133,"2"
"3015","301502","1","5",11.1872123291103,8.08468599131054,"2"
"3015","301503","1","4",12.0084912419403,10.1346782768583,"2"
"3015","301504","1","5",14.6938826833554,9.64658487553744,"2"
"3015","301505","1","4",11.1537275171848,9.25611015448074,"2"
"3015","301506","1","6",14.9369164200495,11.1130343835061,"2"
"3015","301507","2","5",11.766757150897,7.93717331891133,"2"
"3015","301508","2","4",15.1262343951665,7.59659258998962,"2"
"3015","301509","1","3",11.1872123291103,10.6227716781793,"2"
"3015","301510","2","4",9.69326279801321,12.3321832348054,"2"
"3015","301511","1","6",11.2387274243802,7.93717331891133,"2"
"3015","301512","2","5",12.9901539981676,7.74410526238883,"2"
"3015","301513","1","6",14.6938826833554,8.57494869663732,"2"
"3015","301514","1","4",10.1037205943346,9.10859748208153,"2"
"3015","301515","1","4",11.3765303042273,10.2821909492576,"2"
"3015","301516","1","6",11.3765303042273,8.08468599131054,"2"
"3015","301517","1","5",12.8691801896736,7.93717331891133,"2"
"3015","301518","1","5",13.5445656381788,10.2821909492576,"2"
"3015","301519","1","6",11.3765303042273,11.6488524729561,"2"
"3015","301520","1","5",14.4712129871782,10.1346782768583,"2"
"3016","301601","1","5",9.94985058831611,9.15632217021068,"3"
"3016","301602","1","4",14.2818950120612,10.4752590057801,"3"
"3016","301603","1","5",14.9369164200495,7.93717331891133,"3"
"3016","301604","2","3",13.4034413151126,7.93717331891133,"3"
"3016","301605","1","4",12.9228959512507,7.89161793478804,"3"
"3016","301606","1","5",9.45022906131912,9.25611015448074,"3"
"3016","301607","1","5",10.441531325078,7.93717331891133,"3"
"3016","301608","1","6",11.7622986740398,7.59659258998962,"3"
"3016","301609","2","5",14.0748005194598,8.76801675315982,"3"
"3016","301610","2","5",14.9369164200495,7.79182995051799,"3"
"3016","301611","2","6",11.6195640409214,7.74410526238883,"3"
"3016","301612","1","5",13.767235334356,7.93717331891133,"3"
"3016","301613","1","3",12.713635449548,7.59659258998962,"3"
"3016","301614","1","4",13.1122139263677,10.1346782768583,"3"
"3016","301615","1","5",12.0097908875911,7.79182995051799,"3"
"3016","301616","1","4",14.7475984449325,7.59659258998962,"3"
"3016","301617","1","6",11.3765303042273,7.59659258998962,"3"
"3016","301618","1","5",11.1872123291103,8.08468599131054,"3"
"3016","301619","1","4",13.1122139263677,9.30383484260989,"3"
"3016","301620","1","5",11.1872123291103,11.9894332018778,"3"
"3017","301701","2","6",7.86856030433143,13.6511200703748,"2"
"3017","301702","2","4",9.6408466820869,11.1585897676293,"2"
"3017","301703","1","5",13.3552476630618,8.76801675315982,"2"
"3017","301704","2","6",15.1262343951665,7.44907991759041,"2"
"3017","301705","1","6",13.4021416694618,7.59659258998962,"2"
"3017","301706","1","3",13.577917359239,8.76801675315982,"2"
"3017","301707","1","4",10.5333457076385,10.8158397347018,"2"
"3017","301708","1","6",11.1872123291103,7.93717331891133,"2"
"3017","301709","1","4",11.4289464201536,7.59659258998962,"2"
"3017","301710","1","4",12.8894111393252,7.59659258998962,"2"
"3017","301711","1","5",14.6951823290062,7.59659258998962,"2"
"3017","301712","1","4",12.4789533430039,7.93717331891133,"2"
"3017","301713","1","4",13.2549485594862,8.91552942555903,"2"
"3017","301714","1","5",14.9369164200495,11.4536151124278,"2"
"3017","301715","1","6",8.05787827944844,8.76801675315982,"2"
"3017","301716","1","6",9.44869918634624,7.59659258998962,"2"
"3017","301718","1","6",11.2074315104929,11.5013398005569,"2"
"3017","301719","1","4",11.3224394541939,7.93717331891133,"2"
"3017","301720","1","3",13.3015319014847,7.93717331891133,"2"
"3018","301801","2","5",NA,NA,"2"
"3018","301802","2","4",9.67395640555601,8.2799233518389,"2"
"3018","301803","1","5",NA,7.44907991759041,"2"
"3018","301805","2","6",11.3765303042273,10.1346782768583,"2"
"3018","301806","1","3",13.5914596445788,10.2821909492576,"2"
"3018","301807","1","5",10.272819388069,8.91552942555903,"2"
"3018","301808","1","4",12.8881114936745,7.59659258998962,"2"
"3018","301809","1","4",10.0513044784083,9.30383484260989,"2"
"3018","301810","1","4",NA,NA,"2"
"3018","301811","1","5",11.1537275171848,9.45134751500914,"2"
"3018","301813","1","5",NA,NA,"2"
"3018","301814","1","5",11.3765303042273,7.59659258998962,"2"
"3018","301815","2","5",13.1244683343258,7.59659258998962,"2"
"3018","301816","1","6",9.88388041878099,10.2821909492576,"2"
"3018","301817","2","6",11.3765303042273,7.59659258998962,"2"
"3018","301818","1","2",14.8832006584724,7.59659258998962,"2"
"3018","301820","1","5",15.1262343951665,7.44907991759041,"2"
"3019","301901","2","4",11.1537275171848,7.93717331891133,"2"
"3019","301902","1","4",11.3765303042273,9.79409754793664,"2"
"3019","301903","1","4",11.766757150897,7.93717331891133,"2"
"3019","301904","1","5",10.9441785924162,10.4752590057801,"2"
"3019","301905","1","4",11.1334965675332,8.2799233518389,"2"
"3019","301906","1","3",10.7226636827555,9.30383484260989,"2"
"3019","301907","1","4",11.3765303042273,7.93717331891133,"2"
"3019","301908","2","6",11.8191732668234,7.93717331891133,"2"
"3019","301909","1","5",12.3568934148038,10.2821909492576,"2"
"3019","301910","1","5",11.766757150897,8.76801675315982,"2"
"3019","301911","1","5",12.8691801896736,9.25611015448074,"2"
"3019","301912","1","3",12.7677262995815,7.59659258998962,"2"
"3019","301913","1","5",11.5439543638546,7.93717331891133,"2"
"3019","301914","1","4",10.5145534791123,11.7963651453553,"2"
"3019","301915","1","2",14.6938826833554,7.93717331891133,"2"
"3019","301916","2","3",12.470601712854,7.44907991759041,"2"
"3019","301917","2","3",10.0513044784083,10.1346782768583,"2"
"3019","301918","1","5",13.3015319014847,12.8202766361263,"2"
"3019","301919","1","6",13.8495433002501,7.74410526238883,"2"
"3019","301920","1","4",14.4712129871782,10.4752590057801,"2"
"3019","301921","1","6",12.6648122955794,10.4752590057801,"2"
"3019","301922","1","5",12.9364382365905,8.76801675315982,"2"
"3019","301923","1","3",13.8379524038143,9.98716560445914,"2"
"3019","301924","1","5",12.5926616410541,10.4752590057801,"2"
"3019","301925","1","4",11.3765303042273,10.1346782768583,"2"
"3019","301926","1","4",11.3765303042273,7.93717331891133,"2"
"3019","301927","2","4",10.9428789467654,7.93717331891133,"2"
"3019","301928","1","4",13.1122139263677,7.93717331891133,"2"
"3020","302001","1","6",13.3552476630618,10.4752590057801,"2"
"3020","302002","2","3",15.1262343951665,7.59659258998962,"2"
"3020","302003","2","4",11.5774391757801,10.1346782768583,"2"
"3020","302004","1","4",13.1122139263677,7.59659258998962,"2"
"3020","302005","1","3",11.3765303042273,8.13241067943969,"2"
"3020","302006","1","5",12.8774451544332,10.1346782768583,"2"
"3020","302007","1","6",10.0185073621444,10.9655217111068,"2"
"3020","302008","1","4",15.1262343951665,7.79182995051799,"2"
"3020","302009","1","4",12.9029534246651,9.10859748208153,"2"
"3020","302010","2","5",13.1794719732846,8.42743602423811,"2"
"3020","302011","1","6",NA,NA,"2"
"3020","302012","1","6",11.8191732668234,7.59659258998962,"2"
"3020","302013","1","6",12.9705525504337,7.59659258998962,"2"
"3020","302014","1","4",13.2012327979091,10.1346782768583,"2"
"3020","302015","1","4",11.353469833952,7.59659258998962,"2"
"3020","302016","1","4",15.1262343951665,7.59659258998962,"2"
"3020","302017","1","5",11.1537275171848,8.91552942555903,"2"
"3020","302018","2","6",12.0084912419403,7.59659258998962,"2"
"3020","302019","1","3",10.1837887482586,7.44907991759041,"2"
"3020","302020","1","4",14.0590922250187,7.59659258998962,"2"
"3021","302101","2","4",8.46949086228633,11.3516578241518,"2"
"3021","302102","1","4",12.8691801896736,9.25611015448074,"2"
"3021","302103","1","4",13.0787291144422,8.76801675315982,"2"
"3021","302105","1","4",12.9364382365905,12.6727639637271,"2"
"3021","302106","1","3",9.55052816489476,14.0394254874257,"2"
"3021","302107","2","5",12.5462113899208,11.1130343835061,"2"
"3021","302108","1","6",14.9369164200495,7.93717331891133,"2"
"3021","302109","1","3",13.6271156016639,11.1130343835061,"2"
"3021","302110","2","6",12.0300218372428,7.44907991759041,"2"
"3021","302111","2","4",12.4558928727286,7.93717331891133,"2"
"3021","302112","2","4",11.3765303042273,7.93717331891133,"2"
"3021","302113","2","5",11.766757150897,9.30383484260989,"2"
"3021","302114","1","5",11.1872123291103,7.59659258998962,"2"
"3021","302115","1","5",10.6630462347387,10.2821909492576,"2"
"3021","302116","1","3",12.8691801896736,8.91552942555903,"2"
"3021","302117","1","3",11.1334965675332,9.30383484260989,"2"
"3021","302118","1","4",13.5914596445788,7.79182995051799,"2"
"3021","302119","1","3",12.8691801896736,7.89161793478804,"2"
"3021","302120","1","5",12.5462113899208,10.4752590057801,"2"
"3022","302201","1","5",7.03891799308242,10.0891228927351,"2"
"3022","302202","1","4",9.94075501156448,9.25611015448074,"2"
"3022","302204","1","6",10.2592653344602,7.93717331891133,"2"
"3022","302205","1","5",11.598045213888,8.08468599131054,"2"
"3022","302206","2","5",11.3765303042273,7.74410526238883,"2"
"3022","302207","1","3",15.1262343951665,7.93717331891133,"2"
"3022","302208","1","4",11.3765303042273,8.2799233518389,"2"
"3022","302209","1","6",11.1104360972579,8.42526672023224,"2"
"3022","302210","1","3",11.3765303042273,7.59659258998962,"2"
"3022","302212","1","5",14.903431608124,7.74410526238883,"2"
"3022","302213","1","5",11.3954616082282,10.1346782768583,"2"
"3022","302214","1","5",12.7363090630979,10.6227716781793,"2"
"3022","302215","1","3",12.9382225250248,10.2821909492576,"2"
"3022","302216","1","6",10.7011448557221,12.8202766361263,"2"
"3022","302217","1","5",11.5439543638546,7.93717331891133,"2"
"3022","302218","1","4",12.6452108478456,7.44907991759041,"2"
"3022","302219","2","3",12.8691801896736,8.08468599131054,"2"
"3022","302220","1","4",12.160309929243,8.08468599131054,"2"
"3022","302221","1","6",NA,NA,"2"
"3022","302222","1","3",11.1872123291103,7.59659258998962,"2"
"3022","302223","1","3",12.8894111393252,8.91552942555903,"2"
"3022","302224","2","4",11.6182643952706,8.42743602423811,"2"
"3022","302225","1","3",13.870149338358,7.93717331891133,"2"
"3022","302226","2","4",10.4771755138941,7.93717331891133,"2"
"3022","302227","2","4",11.3765303042273,10.1346782768583,"2"
"3023","302301","1","6",11.1872123291103,10.0869535887292,"2"
"3023","302302","1","4",14.4710798963129,8.08468599131054,"2"
"3023","302303","1","5",14.5260835352718,10.9655217111068,"2"
"3023","302304","2","5",14.714113633007,7.59659258998962,"2"
"3023","302305","1","5",14.6938826833554,8.91552942555903,"2"
"3023","302307","1","6",11.3765303042273,7.93717331891133,"2"
"3023","302308","1","6",15.1262343951665,8.2799233518389,"2"
"3023","302309","1","4",13.2012327979091,9.79192824393084,"2"
"3023","302310","1","4",14.6938826833554,10.1346782768583,"2"
"3023","302311","2","3",11.5439543638546,7.79182995051799,"2"
"3023","302312","1","5",11.3765303042273,8.91552942555903,"2"
"3023","302313","1","3",12.9578239727586,12.8202766361263,"2"
"3023","302314","1","4",13.0119148227921,9.94161022033594,"2"
"3023","302315","1","5",13.5445656381788,9.30383484260989,"2"
"3023","302316","1","6",13.2012327979091,7.93717331891133,"2"
"3023","302317","2","6",14.903431608124,8.76801675315982,"2"
"3023","302318","1","5",13.3015319014847,7.93717331891133,"2"
"3023","302319","1","3",13.8726037705254,8.76801675315982,"2"
"3023","302320","1","5",13.5914596445788,7.93717331891133,"2"
"3024","302401","2","5",15.1262343951665,9.15632217021068,"2"
"3024","302402","2","4",11.766757150897,9.30383484260989,"2"
"3024","302403","1","5",11.1872123291103,10.4752590057801,"2"
"3024","302404","1","4",10.9656974194496,11.8419205294786,"2"
"3024","302405","1","6",11.1872123291103,8.42526672023224,"2"
