"IDSCHOOL","IDTEACH","T3JOBSA","T3JSENV","T3JSPRO","T3SATAT","TT3G01","TCHAGEGR","T3WELS","T3WLOAD","T3STBEH","T3SELF","T3SECLS","T3SEINS","T3SEENG","T3PERUT","T3SOCUT","T3VALP","T3COOP","T3EXCH","T3COLES","T3EFFPD","T3PDPED","T3PDIV","T3PDBAR","SCHLOC","T3PACAD","T3PCOM","T3PLACSN","T3PDELI","T3PLACPE","T3PLACRE","T3PLACMA","T3PLEADS","T3PLEADP","T3PDIVB"
3001,300101,14.9369164200495,14.9094875549157,13.4164188677735,11.5751442405512,1,6,12.6727639637271,11.978054554173,11.9958055337078,15.5092644957646,14.9110085961387,15.085980811998,14.3682570583942,14.8469970934919,14.1819834720071,12.4580107409708,11.5733782524867,13.7010257449159,9.2422451241822,NA,11.2492046805546,10.9711854491339,11.7301799946234,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300102,11.7856884548979,11.7911689215133,11.1532909682475,NA,2,6,9.10859748208153,9.08694006501917,7.81304765339067,12.2258719937154,11.9985984426042,13.2067803906992,10.7981011991464,11.8633588490526,12.9206515137518,8.09895473157908,11.4367556232281,11.7673310959071,10.939607216647,13.8862470856366,10.9461556849679,10.9711854491339,8.04166311603107,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300103,13.767235334356,12.9119880744444,13.4164188677735,NA,1,5,7.93717331891133,9.00177545216037,9.59171775944284,11.2662537037369,11.5131967503484,11.2483365781408,10.7981011991464,9.28716831284968,12.5538009262521,10.024054363826,11.6623071646807,12.8651412499969,10.2319606299926,13.8862470856366,8.61551269013186,8.57077175338304,10.5620688675002,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300104,13.6116905942305,14.9094875549157,11.1532909682475,NA,2,5,7.59659258998962,6.36615480158288,10.3635097755352,13.6396679210356,14.425606903883,13.6324306066078,11.5459354031263,14.6421953353837,14.1819834720071,8.51774833578717,12.8963931273161,12.3845646057792,12.8472838540964,13.8862470856366,7.0980875035969,8.83193312993115,9.71143192637934,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300105,15.1262343951665,14.9094875549157,13.73972285342,NA,1,5,7.74410526238883,5.9649846515375,7.04125563729821,15.5092644957646,14.9110085961387,15.085980811998,14.3682570583942,14.2347476271474,13.0859607291066,8.60781147647707,14.620414991252,13.6941929016332,14.5199030589159,13.8862470856366,13.582027883992,13.6282185844495,7.25161285162824,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300106,12.7164649701717,13.6665989892891,10.8673758789002,15.6496905789191,1,4,9.30383484260989,11.7023901493933,9.59171775944284,13.5030482431509,12.8193685767821,13.0709345771113,13.3657424753499,12.0660047991807,13.8173973943067,7.09024755585208,11.2200906701216,13.2136162574155,9.11853068595592,13.8862470856366,10.5166545905033,10.9711854491339,9.58783510587464,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300107,11.3765303042273,11.3783523622159,10.8673758789002,9.19578349108725,2,5,7.59659258998962,9.2483045946464,7.54469468227806,13.519191438694,14.425606903883,13.0709345771113,11.8006157821907,6.91362372677481,9.82280210819843,6.59264870354033,11.9282392939604,12.3230690162347,11.2340475796255,13.8862470856366,10.0064857777889,13.0377667766016,7.94472443328226,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300108,11.5641735452372,11.7911689215133,10.7750033115726,11.5751442405512,1,5,9.10859748208153,11.4244845705909,9.08827871446297,15.5092644957646,14.9110085961387,15.085980811998,14.3682570583942,11.4106391732345,12.5538009262521,6.59264870354033,11.87367604309,12.3845646057792,11.0781673874604,12.1230939283578,11.2492046805546,10.9711854491339,8.79293790733437,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300109,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,11.1781495744538,10.7008595998673,NA,13.3803470030262,NA,10.2694058041207,10.3665982229501,10.3210350255155,NA,10.6060431431584,NA,NA,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300110,12.1989757718429,12.4969520712798,11.1532909682475,NA,2,5,7.93717331891133,8.81799918230718,9.26570216643825,11.2662537037369,11.5131967503484,11.2483365781408,10.7981011991464,11.8633588490526,11.0863985762531,8.59880516240809,14.8626835825929,14.1132739563065,14.5199030589159,NA,7.43383962820377,8.31188134532665,9.49089642312584,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300111,14.9369164200495,14.9094875549157,13.4164188677735,11.5751442405512,1,5,7.59659258998962,5.9649846515375,7.81304765339067,13.5012444371768,11.9985984426042,13.6324306066078,13.6204228544142,11.8633588490526,14.1819834720071,9.52420393299697,11.4492915723879,11.4302441606264,11.2983790875032,13.8862470856366,9.1256815028462,10.9711854491339,6.27737909000267,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300112,15.1262343951665,14.9094875549157,13.73972285342,NA,1,5,7.93717331891133,9.2102046362622,7.81304765339067,12.4611192738282,11.5131967503484,14.291282802509,10.7981011991464,9.08236655474149,12.5538009262521,9.52420393299697,11.8031403067716,11.7058355063626,11.6348823594787,12.1230939283578,6.71001037255777,13.0377667766016,9.36245266848364,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
3001,300113,14.714113633007,14.9094875549157,13.0359318642574,NA,1,4,7.59659258998962,5.9649846515375,9.59171775944284,12.3126911294207,10.3901537441749,12.4686848035384,13.3657424753499,12.2708065572889,12.9206515137518,8.09895473157908,11.4367556232281,11.7673310959071,10.939607216647,11.2486153898041,10.1525597540789,8.83193312993115,8.51908612856897,2,11.3407001375752,10.3037753016726,8.27165057646775,5.34222206464593,1,1,1,12.0742582892228,12.3650704536113,11.1745265080966
